College Name,Branch,OC,BC,BCM,MBC,SC,SCA,ST,District
"AL-Ameen Engineering College (Autonomous), Karundevanpalayam, Nanjai Uthukkuli Post, Erode District-638104. (2652)",MECHANICAL ENGINEERING (ME),100.0,,,,,,,Erode
Alagappa Chettair Government College of Engineering and Technology (Autonomous)  Karaikudi  Sivagangai District 630004 (5901),CIVIL  ENGINEERING (CE),179.0,172.0,169.0,170.0,161.5,145.0,134.0,Sivaganga
Alagappa Chettair Government College of Engineering and Technology (Autonomous)  Karaikudi  Sivagangai District 630004 (5901),COMPUTER SCIENCE AND ENGINEERING (CS),191.0,189.0,190.0,189.0,175.5,157.0,,Sivaganga
Alagappa Chettair Government College of Engineering and Technology (Autonomous)  Karaikudi  Sivagangai District 630004 (5901),ELECTRICAL AND ELECTRONICS ENGINEERING (EE),185.0,182.0,180.0,177.5,163.0,136.0,161.5,Sivaganga
Alagappa Chettair Government College of Engineering and Technology (Autonomous)  Karaikudi  Sivagangai District 630004 (5901),ELECTRONICS AND COMMUNICATION ENGINEERING (EC),189.5,188.0,185.5,188.0,178.5,152.5,,Sivaganga
Alagappa Chettair Government College of Engineering and Technology (Autonomous)  Karaikudi  Sivagangai District 630004 (5901),MECHANICAL ENGINEERING (ME),173.0,166.0,165.0,160.0,156.0,136.5,126.0,Sivaganga
"Alpha College of Engineering, No.34, Udayavar Kovil Street, Thirumazhisai, Chennai-600124. (1228)",Artificial Intelligence and Data Science (AD),119.5,99.0,108.5,102.0,85.0,,,Chennai
"Alpha College of Engineering, No.34, Udayavar Kovil Street, Thirumazhisai, Chennai-600124. (1228)",BIO MEDICAL ENGINEERING (BM),121.0,,,,,,,Chennai
"Alpha College of Engineering, No.34, Udayavar Kovil Street, Thirumazhisai, Chennai-600124. (1228)",COMPUTER SCIENCE AND ENGINEERING (CS),127.0,101.5,116.0,107.5,,,,Chennai
"Alpha College of Engineering, No.34, Udayavar Kovil Street, Thirumazhisai, Chennai-600124. (1228)",Computer Science and Engineering (Cyber Security) (SC),85.5,,,,,,,Chennai
"Alpha College of Engineering, No.34, Udayavar Kovil Street, Thirumazhisai, Chennai-600124. (1228)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),110.0,107.5,,109.5,,,,Chennai
"Alpha College of Engineering, No.34, Udayavar Kovil Street, Thirumazhisai, Chennai-600124. (1228)",INFORMATION TECHNOLOGY (IT),88.0,,,,,,,Chennai
"Alpha College of Engineering, No.34, Udayavar Kovil Street, Thirumazhisai, Chennai-600124. (1228)",ROBOTICS AND AUTOMATION (RM),82.5,,,,,,,Chennai
"Anand Institute of Higher Technology, Kalasalingam Nagar, Old Mahabalipuram Road, Kazhipattur Village, Chengalpattu Taluk, Kancheepuram District-603103. (1303)",AGRICULTURAL ENGINEERING (AG),,,,,,,,Chengalpattu
"Anand Institute of Higher Technology, Kalasalingam Nagar, Old Mahabalipuram Road, Kazhipattur Village, Chengalpattu Taluk, Kancheepuram District-603103. (1303)",Artificial Intelligence and Data Science (AD),136.5,96.5,,103.0,109.5,,,Chengalpattu
"Anand Institute of Higher Technology, Kalasalingam Nagar, Old Mahabalipuram Road, Kazhipattur Village, Chengalpattu Taluk, Kancheepuram District-603103. (1303)",BIO TECHNOLOGY (BT),115.0,,100.0,95.5,91.5,,,Chengalpattu
"Anand Institute of Higher Technology, Kalasalingam Nagar, Old Mahabalipuram Road, Kazhipattur Village, Chengalpattu Taluk, Kancheepuram District-603103. (1303)",COMPUTER SCIENCE AND BUSSINESS SYSTEM (CB),113.5,99.5,,96.5,104.0,,,Chengalpattu
"Anand Institute of Higher Technology, Kalasalingam Nagar, Old Mahabalipuram Road, Kazhipattur Village, Chengalpattu Taluk, Kancheepuram District-603103. (1303)",COMPUTER SCIENCE AND ENGINEERING (CS),139.0,116.0,104.5,88.0,104.0,,,Chengalpattu
"Anand Institute of Higher Technology, Kalasalingam Nagar, Old Mahabalipuram Road, Kazhipattur Village, Chengalpattu Taluk, Kancheepuram District-603103. (1303)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),91.0,82.0,,86.5,,,,Chengalpattu
"Anand Institute of Higher Technology, Kalasalingam Nagar, Old Mahabalipuram Road, Kazhipattur Village, Chengalpattu Taluk, Kancheepuram District-603103. (1303)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),119.5,95.0,,99.0,91.5,,,Chengalpattu
"Anand Institute of Higher Technology, Kalasalingam Nagar, Old Mahabalipuram Road, Kazhipattur Village, Chengalpattu Taluk, Kancheepuram District-603103. (1303)",INFORMATION TECHNOLOGY (IT),128.5,107.0,,104.5,103.0,,,Chengalpattu
"Anand Institute of Higher Technology, Kalasalingam Nagar, Old Mahabalipuram Road, Kazhipattur Village, Chengalpattu Taluk, Kancheepuram District-603103. (1303)",MECHANICAL ENGINEERING (ME),87.5,,,,,,,Chengalpattu
"Angel College of Engineering and Technology, PK Palayam PO,Dharapuram Main Road, Ugayanur village, Tiruppur-641665. (2733)",CIVIL  ENGINEERING (CE),,,,,,,,Tiruppur
"Angel College of Engineering and Technology, PK Palayam PO,Dharapuram Main Road, Ugayanur village, Tiruppur-641665. (2733)",COMPUTER SCIENCE AND ENGINEERING (CS),105.0,,,,,,,Tiruppur
"Angel College of Engineering and Technology, PK Palayam PO,Dharapuram Main Road, Ugayanur village, Tiruppur-641665. (2733)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),,,,,,,,Tiruppur
"Angel College of Engineering and Technology, PK Palayam PO,Dharapuram Main Road, Ugayanur village, Tiruppur-641665. (2733)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),91.0,,,,,,,Tiruppur
"Angel College of Engineering and Technology, PK Palayam PO,Dharapuram Main Road, Ugayanur village, Tiruppur-641665. (2733)",FASHION TECHNOLOGY (FT),95.0,,,,,,,Tiruppur
"Angel College of Engineering and Technology, PK Palayam PO,Dharapuram Main Road, Ugayanur village, Tiruppur-641665. (2733)",MECHANICAL ENGINEERING (ME),,,,,,,,Tiruppur
"Anjalai Ammal Mahalingam Engineering College, Kovilvenni, Thiruvarur-614403. (3803)",CHEMICAL  ENGINEERING (CH),97.5,,,,,,,Other
"Anjalai Ammal Mahalingam Engineering College, Kovilvenni, Thiruvarur-614403. (3803)",CIVIL  ENGINEERING (CE),127.0,86.5,126.5,97.5,116.5,,,Other
"Anjalai Ammal Mahalingam Engineering College, Kovilvenni, Thiruvarur-614403. (3803)",COMPUTER SCIENCE AND ENGINEERING (CS),172.5,164.5,161.5,152.5,146.5,,,Other
"Anjalai Ammal Mahalingam Engineering College, Kovilvenni, Thiruvarur-614403. (3803)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),145.0,104.0,133.5,112.0,88.0,,,Other
"Anjalai Ammal Mahalingam Engineering College, Kovilvenni, Thiruvarur-614403. (3803)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),159.5,153.0,152.5,143.0,108.0,,,Other
"Anjalai Ammal Mahalingam Engineering College, Kovilvenni, Thiruvarur-614403. (3803)",INFORMATION TECHNOLOGY (IT),163.5,155.5,161.0,144.0,124.5,,,Other
"Anjalai Ammal Mahalingam Engineering College, Kovilvenni, Thiruvarur-614403. (3803)",MECHANICAL ENGINEERING (ME),129.0,117.0,115.5,115.5,102.5,,,Other
Anna University Regional Campus - Coimbatore  Maruthamalai Main Road  Navavoor Bharathiyar University Post  Somayampalayam  Coimbatore District 641046 (2025),Artificial Intelligence and Data Science (AD),189.0,181.5,180.0,181.0,176.0,166.5,,Coimbatore
Anna University Regional Campus - Coimbatore  Maruthamalai Main Road  Navavoor Bharathiyar University Post  Somayampalayam  Coimbatore District 641046 (2025),COMPUTER SCIENCE AND ENGINEERING (CS),187.5,182.5,183.0,183.5,174.0,164.5,164.0,Coimbatore
Anna University Regional Campus - Coimbatore  Maruthamalai Main Road  Navavoor Bharathiyar University Post  Somayampalayam  Coimbatore District 641046 (2025),ELECTRICAL AND ELECTRONICS ENGINEERING (EE),176.5,172.0,167.5,166.0,156.5,152.0,172.5,Coimbatore
Anna University Regional Campus - Coimbatore  Maruthamalai Main Road  Navavoor Bharathiyar University Post  Somayampalayam  Coimbatore District 641046 (2025),ELECTRONICS AND COMMUNICATION ENGINEERING (EC),183.0,179.0,182.0,179.0,170.0,164.0,150.5,Coimbatore
Anna University Regional Campus - Coimbatore  Maruthamalai Main Road  Navavoor Bharathiyar University Post  Somayampalayam  Coimbatore District 641046 (2025),Electronics Engineering (VLSI Design and Technology) (EV),178.0,174.5,165.0,172.0,161.0,146.0,,Coimbatore
Anna University Regional Campus - Coimbatore  Maruthamalai Main Road  Navavoor Bharathiyar University Post  Somayampalayam  Coimbatore District 641046 (2025),MECHANICAL ENGINEERING (ME),167.0,159.5,164.5,154.0,152.5,154.5,99.5,Coimbatore
Anna University Regional Campus - Madurai  Kanyakumari National Highway  Keelakuilkudi  Madurai District 625019 (5010),CIVIL  ENGINEERING (CE),146.5,119.5,130.0,128.5,128.0,109.0,,Madurai
Anna University Regional Campus - Madurai  Kanyakumari National Highway  Keelakuilkudi  Madurai District 625019 (5010),COMPUTER SCIENCE AND ENGINEERING (CS),179.0,174.0,176.5,169.0,159.0,159.5,,Madurai
Anna University Regional Campus - Madurai  Kanyakumari National Highway  Keelakuilkudi  Madurai District 625019 (5010),ELECTRICAL AND ELECTRONICS ENGINEERING (EE),163.5,156.0,140.5,147.5,132.5,122.0,,Madurai
Anna University Regional Campus - Madurai  Kanyakumari National Highway  Keelakuilkudi  Madurai District 625019 (5010),ELECTRONICS AND COMMUNICATION ENGINEERING (EC),175.0,168.5,172.0,166.5,150.0,141.5,142.5,Madurai
Anna University Regional Campus - Madurai  Kanyakumari National Highway  Keelakuilkudi  Madurai District 625019 (5010),MECHANICAL ENGINEERING (ME),144.5,125.5,131.5,114.0,112.5,117.0,99.5,Madurai
Anna University Regional Campus - Tirunelveli  Trivandrum Road  Palayamkottai  Tirunelveli District 627007 (4020),Artificial Intelligence and Data Science (AD),182.5,172.5,,177.0,171.5,150.5,,Tirunelveli
Anna University Regional Campus - Tirunelveli  Trivandrum Road  Palayamkottai  Tirunelveli District 627007 (4020),COMPUTER SCIENCE AND ENGINEERING (CS),180.0,171.5,179.5,166.5,161.5,128.5,,Tirunelveli
Anna University Regional Campus - Tirunelveli  Trivandrum Road  Palayamkottai  Tirunelveli District 627007 (4020),ELECTRONICS AND COMMUNICATION ENGINEERING (EC),175.5,167.5,170.5,161.5,149.5,123.0,,Tirunelveli
Anna University Regional Campus - Tirunelveli  Trivandrum Road  Palayamkottai  Tirunelveli District 627007 (4020),GEO INFORMATICS (GI),154.0,132.0,142.0,119.0,118.0,116.5,132.0,Tirunelveli
Anna University Regional Campus - Tirunelveli  Trivandrum Road  Palayamkottai  Tirunelveli District 627007 (4020),MECHANICAL ENGINEERING (ME),155.5,135.0,152.5,114.5,126.0,118.0,101.0,Tirunelveli
"Annai College of Engineering and Technology, Anakudi Road, Kovilacheri, Kumbakonam, Thanjavur District-612503. (3849)",Artificial Intelligence and Data Science (AD),96.0,,85.0,92.5,94.5,,,Thanjavur
"Annai College of Engineering and Technology, Anakudi Road, Kovilacheri, Kumbakonam, Thanjavur District-612503. (3849)",CIVIL  ENGINEERING (CE),,,,,,,,Thanjavur
"Annai College of Engineering and Technology, Anakudi Road, Kovilacheri, Kumbakonam, Thanjavur District-612503. (3849)",COMPUTER SCIENCE AND ENGINEERING (CS),97.5,97.0,85.0,85.0,91.5,,,Thanjavur
"Annai College of Engineering and Technology, Anakudi Road, Kovilacheri, Kumbakonam, Thanjavur District-612503. (3849)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),87.0,,,,,,,Thanjavur
"Annai College of Engineering and Technology, Anakudi Road, Kovilacheri, Kumbakonam, Thanjavur District-612503. (3849)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),91.5,,,,,,,Thanjavur
"Annai College of Engineering and Technology, Anakudi Road, Kovilacheri, Kumbakonam, Thanjavur District-612503. (3849)",INFORMATION TECHNOLOGY (IT),106.5,81.0,100.0,99.0,94.0,,,Thanjavur
"Annai College of Engineering and Technology, Anakudi Road, Kovilacheri, Kumbakonam, Thanjavur District-612503. (3849)",MECHANICAL ENGINEERING (ME),94.5,,,,,,,Thanjavur
"Annai Mathammal Sheela Engineering College, Erumapatty Post, Namakkal-637013. (2602)",AGRICULTURAL ENGINEERING (AG),,,,,,,,Namakkal
"Annai Mathammal Sheela Engineering College, Erumapatty Post, Namakkal-637013. (2602)",Artificial Intelligence and Data Science (AD),110.5,,,84.5,,,,Namakkal
"Annai Mathammal Sheela Engineering College, Erumapatty Post, Namakkal-637013. (2602)",COMPUTER SCIENCE AND ENGINEERING (CS),103.5,,,,,,,Namakkal
"Annai Mathammal Sheela Engineering College, Erumapatty Post, Namakkal-637013. (2602)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),,,,,,,,Namakkal
"Annai Mathammal Sheela Engineering College, Erumapatty Post, Namakkal-637013. (2602)",INFORMATION TECHNOLOGY (IT),97.0,,,,,,,Namakkal
"Annai Mathammal Sheela Engineering College, Erumapatty Post, Namakkal-637013. (2602)",MECHANICAL ENGINEERING (ME),,,,,,,,Namakkal
"Annai Mathammal Sheela Engineering College, Erumapatty Post, Namakkal-637013. (2602)",MEDICAL ELECTRONICS (MD),117.0,,,,,,,Namakkal
"Annai Mathammal Sheela Engineering College, Erumapatty Post, Namakkal-637013. (2602)",ROBOTICS AND AUTOMATION (RM),,,,,,,,Namakkal
"Annai Mira College of Engineering and Technology, Arappakkam Village, Arcot Road, Walaja Taluk, Vellore District-632517. (1137)",Artificial Intelligence and Data Science (AD),158.5,136.5,140.5,138.0,113.5,115.0,131.0,Vellore
"Annai Mira College of Engineering and Technology, Arappakkam Village, Arcot Road, Walaja Taluk, Vellore District-632517. (1137)",CIVIL  ENGINEERING (CE),86.5,,,,83.0,,,Vellore
"Annai Mira College of Engineering and Technology, Arappakkam Village, Arcot Road, Walaja Taluk, Vellore District-632517. (1137)",COMPUTER SCIENCE AND ENGINEERING (CS),148.0,131.0,141.5,129.5,103.5,112.5,,Vellore
"Annai Mira College of Engineering and Technology, Arappakkam Village, Arcot Road, Walaja Taluk, Vellore District-632517. (1137)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),127.0,102.5,,112.0,,,,Vellore
"Annai Mira College of Engineering and Technology, Arappakkam Village, Arcot Road, Walaja Taluk, Vellore District-632517. (1137)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),141.0,117.5,138.5,104.5,83.5,,,Vellore
"Annai Mira College of Engineering and Technology, Arappakkam Village, Arcot Road, Walaja Taluk, Vellore District-632517. (1137)",INFORMATION TECHNOLOGY (IT),150.0,134.0,134.0,133.0,106.5,102.5,,Vellore
"Annai Mira College of Engineering and Technology, Arappakkam Village, Arcot Road, Walaja Taluk, Vellore District-632517. (1137)",MECHANICAL ENGINEERING (ME),89.5,,,,,,,Vellore
"Annai Teresa College of Engineering, Thirunavalur, Ulundurpet Taluk, Villupuram District-607204. (1402)",COMPUTER SCIENCE AND ENGINEERING (CS),101.0,100.5,,85.5,,,,Villupuram
"Annai Teresa College of Engineering, Thirunavalur, Ulundurpet Taluk, Villupuram District-607204. (1402)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),100.5,,,,,,,Villupuram
"Annai Teresa College of Engineering, Thirunavalur, Ulundurpet Taluk, Villupuram District-607204. (1402)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),80.5,,,,,,,Villupuram
"Annai Teresa College of Engineering, Thirunavalur, Ulundurpet Taluk, Villupuram District-607204. (1402)",MECHANICAL ENGINEERING (ME),,,,,,,,Villupuram
"Annai Vailankanni College of Engineering, AVK Nagar, Pothaiyadisalai Pottalkulam, Azhagappapuram PO, Kanyakumari District, Nagercoil-629401. (4999)",Artificial Intelligence and Data Science (AD),109.5,86.0,,108.0,,,,Other
"Annai Vailankanni College of Engineering, AVK Nagar, Pothaiyadisalai Pottalkulam, Azhagappapuram PO, Kanyakumari District, Nagercoil-629401. (4999)",BIO MEDICAL ENGINEERING (BM),92.5,,,,,,,Other
"Annai Vailankanni College of Engineering, AVK Nagar, Pothaiyadisalai Pottalkulam, Azhagappapuram PO, Kanyakumari District, Nagercoil-629401. (4999)",COMPUTER SCIENCE AND ENGINEERING (CS),104.0,83.0,,96.0,,,,Other
"Annai Vailankanni College of Engineering, AVK Nagar, Pothaiyadisalai Pottalkulam, Azhagappapuram PO, Kanyakumari District, Nagercoil-629401. (4999)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),117.5,85.0,,89.0,88.5,,,Other
"Annai Vailankanni College of Engineering, AVK Nagar, Pothaiyadisalai Pottalkulam, Azhagappapuram PO, Kanyakumari District, Nagercoil-629401. (4999)",MECHANICAL ENGINEERING (ME),84.5,,,,,,,Other
"Annai Veilankannis College of Engineering, 33 Gandhi Road, Nedungundram, Chennai-600048. (1133)",Artificial Intelligence and Data Science (AD),80.0,,,,,,,Chennai
"Annai Veilankannis College of Engineering, 33 Gandhi Road, Nedungundram, Chennai-600048. (1133)",CIVIL  ENGINEERING (CE),,,,,,,,Chennai
"Annai Veilankannis College of Engineering, 33 Gandhi Road, Nedungundram, Chennai-600048. (1133)",COMPUTER SCIENCE AND ENGINEERING (CS),107.0,88.5,,86.0,97.0,,85.5,Chennai
"Annai Veilankannis College of Engineering, 33 Gandhi Road, Nedungundram, Chennai-600048. (1133)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),97.5,,,,,,,Chennai
"Annai Veilankannis College of Engineering, 33 Gandhi Road, Nedungundram, Chennai-600048. (1133)",MECHANICAL ENGINEERING (ME),101.5,,,,,,,Chennai
Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore (5),CHEMICAL  ENGINEERING (CH),154.0,111.5,115.5,93.5,122.0,147.5,132.0,Cuddalore
Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore (5),CIVIL  ENGINEERING (CE),142.5,99.0,89.0,87.0,120.0,,112.0,Cuddalore
Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore (5),CIVIL AND STRUCTUTURAL ENGINEERING (CZ),127.0,110.0,,84.0,95.0,,,Cuddalore
Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore (5),COMPUTER SCIENCE AND ENGINEERING (CS),174.0,155.5,144.0,153.5,157.0,115.5,156.0,Cuddalore
Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore (5),COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING) (AM),171.0,148.5,167.0,155.5,149.5,146.0,143.0,Cuddalore
Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore (5),COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE) (CF),163.5,142.5,146.0,149.5,150.5,144.5,,Cuddalore
Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore (5),ELECTRICAL AND ELECTRONICS ENGINEERING (EE),148.5,95.0,119.0,125.0,120.5,112.5,,Cuddalore
Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore (5),ELECTRONICS AND COMMUNICATION ENGINEERING (EC),167.0,151.0,141.0,148.0,142.5,,129.5,Cuddalore
Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore (5),ELECTRONICS AND INSTRUMENTATION ENGINEERING (EI),138.5,94.5,86.5,113.5,111.0,125.0,,Cuddalore
Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore (5),INFORMATION TECHNOLOGY (IT),164.5,144.0,146.0,151.0,144.0,146.0,147.0,Cuddalore
Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore (5),MECHANICAL ENGINEERING (ME),134.5,89.5,121.5,91.0,104.0,,,Cuddalore
Annamalai University Faculty of Engineering and Technology Annamalai nagar Cuddalore (5),MECHANICAL ENGINEERING (MANUFACTURING) (MM),122.5,84.5,93.0,83.5,96.0,,,Cuddalore
"Annamalaiar College Of Engineering, Chetpet-Polur Road, Polur Taluk, Thiruvannamalai District-606902. (1524)",CIVIL  ENGINEERING (CE),117.5,,,,,,,Other
"Annamalaiar College Of Engineering, Chetpet-Polur Road, Polur Taluk, Thiruvannamalai District-606902. (1524)",COMPUTER SCIENCE AND ENGINEERING (CS),86.0,,,,,,,Other
"Annamalaiar College Of Engineering, Chetpet-Polur Road, Polur Taluk, Thiruvannamalai District-606902. (1524)",ELECTRICAL AND ELECTRONICS ENGINEERING (EE),85.5,,,,,,,Other
"Annamalaiar College Of Engineering, Chetpet-Polur Road, Polur Taluk, Thiruvannamalai District-606902. (1524)",ELECTRONICS AND COMMUNICATION ENGINEERING (EC),,,,,,,,Other
"Annamalaiar College Of Engineering, Chetpet-Polur Road, Polur Taluk, Thiruvannamalai District-606902. (1524)",INFORMATION TECHNOLOGY (IT),108.5,83.5,,89.5,,,,Other
"Annamalaiar College Of Engineering, Chetpet-Polur Road, Polur Taluk, Thiruvannamalai District-606902. (1524)",MECHANICAL ENGINEERING (ME),80.5,,,,,,,Other
"Annapoorana Engineering College (Autonomous), Sankari Main Road (NH-47), Periyaseeragapadi, Salem-636308. (2648)",Artificial Intelligence and Data Science (AD),149.0,106.0,101.0,122.5,132.5,135.0,,Salem
"Annapoorana Engineering College (Autonomous), Sankari Main Road (NH-47), Periyaseeragapadi, Salem-636308. (2648)",AUTOMOBILE ENGINEERING (AU),83.0,,,77.5,82.5,,,Salem
"Annapoorana Engineering College (Autonomous), Sankari Main Road (NH-47), Periyaseeragapadi, Salem-636308. (2648)",BIO MEDICAL ENGINEERING (BM),115.0,80.0,92.0,86.5,99.5,112.5,,Salem
